name,platform_group,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,total_sales,other_sales,critic_score,user_score,rating,rat_sem
the legend of zelda the wind waker,Nintendo,GC,2002,Action,2.6,0.99,0.89,4.609999999999999,0.13,96.0,8.9,E,Everyone
guitar hero iii legends of rock,Nintendo,Wii,2007,Misc,3.04,1.11,0.0,4.58,0.43,86.0,8.4,T,Teens
luigi's mansion dark moon,Nintendo,3DS,2013,Action,1.8,1.39,1.11,4.59,0.29,86.0,8.4,E,Everyone
forza motorsport 4,XBox,X360,2011,Racing,2.08,1.97,0.06,4.569999999999999,0.46,91.0,8.2,E,Everyone
mario & sonic at the olympic winter games,Nintendo,Wii,2009,Sports,1.87,1.96,0.22,4.529999999999999,0.48,,,,Pending
madden nfl 2005,PlayStation,PS2,2004,Sports,4.18,0.26,0.01,4.529999999999999,0.08,91.0,7.9,E,Everyone
guitar hero iii legends of rock,XBox,X360,2007,Misc,3.19,0.91,0.01,4.529999999999999,0.42,85.0,7.9,T,Teens
pitfall!,Other,2600,1981,Platform,4.21,0.24,0.0,4.5,0.05,,,,Pending
madden nfl 07,PlayStation,PS2,2006,Sports,3.63,0.24,0.01,4.49,0.61,84.0,8.2,E,Everyone
halo 5 guardians,XBox,XOne,2015,Shooter,2.78,1.27,0.03,4.49,0.41,84.0,6.4,T,Teens
spider-man the movie,PlayStation,PS2,2002,Action,2.71,1.51,0.03,4.48,0.23,76.0,7.9,E,Everyone
dragon quest vii warriors of eden,PlayStation,PS,2000,Role-Playing,0.2,0.14,4.1,4.459999999999999,0.02,,,,Pending
call of duty infinite warfare,PlayStation,PS4,2016,Shooter,1.61,2.0,0.15,4.470000000000001,0.71,77.0,3.4,M,Mature
god of war,PlayStation,PS2,2005,Action,2.71,1.29,0.02,4.449999999999999,0.43,94.0,8.9,M,Mature
splatoon,Nintendo,WiiU,2015,Shooter,1.54,1.18,1.46,4.4399999999999995,0.26,81.0,8.5,E10+,Everyone 10y+
nintendo land,Nintendo,WiiU,2012,Misc,2.52,1.11,0.46,4.42,0.33,77.0,7.9,E10+,Everyone 10y+
tony hawk's pro skater 3,PlayStation,PS2,2001,Sports,2.66,1.29,0.01,4.42,0.46,97.0,7.5,T,Teens
winning eleven pro evolution soccer 2007,PlayStation,PS2,2006,Sports,0.1,2.39,1.05,4.4,0.86,86.0,8.9,E,Everyone
the elder scrolls iv oblivion,XBox,X360,2006,Role-Playing,2.82,1.03,0.13,4.38,0.4,94.0,8.7,M,Mature
zelda ii the adventure of link,Nintendo,NES,1987,Adventure,2.19,0.5,1.61,4.38,0.08,,,,Pending
need for speed most wanted,PlayStation,PS2,2005,Racing,2.03,1.79,0.08,4.37,0.47,82.0,9.1,T,Teens
michael jackson the experience,Nintendo,Wii,2010,Misc,2.64,1.33,0.01,4.37,0.39,56.0,8.3,E10+,Everyone 10y+
call of duty advanced warfare,PlayStation,PS3,2014,Shooter,1.56,1.93,0.19,4.36,0.68,,4.8,M,Mature
resistance fall of man,PlayStation,PS3,2006,Shooter,1.74,1.72,0.14,4.35,0.75,86.0,8.1,M,Mature
sonic the hedgehog,Other,GEN,1991,Platform,3.03,0.91,0.26,4.33,0.13,,,,Pending
kingdom hearts ii,PlayStation,PS2,2005,Role-Playing,2.2,0.58,1.38,4.33,0.17,87.0,9.0,E10+,Everyone 10y+
the legend of zelda ocarina of time,Nintendo,3DS,2011,Action,2.09,1.31,0.62,4.329999999999999,0.31,,,,Pending
super mario 3d world,Nintendo,WiiU,2013,Platform,2.11,1.16,0.73,4.319999999999999,0.32,93.0,9.0,E,Everyone
minecraft,PlayStation,PS4,2014,Misc,1.48,2.02,0.14,4.32,0.68,,,,Pending
asteroids,Other,2600,1980,Shooter,4.0,0.26,0.0,4.31,0.05,,,,Pending
call of duty advanced warfare,XBox,X360,2014,Shooter,2.77,1.11,0.0,4.28,0.4,,4.9,M,Mature
fifa 15,PlayStation,PS3,2014,Sports,0.58,3.02,0.04,4.28,0.64,,4.5,E,Everyone
fable ii,XBox,X360,2008,Role-Playing,2.51,1.24,0.11,4.27,0.41,89.0,6.5,M,Mature
namco museum,Nintendo,GBA,2001,Misc,3.0,1.11,0.05,4.23,0.07,79.0,7.3,E,Everyone
batman arkham asylum,PlayStation,PS3,2009,Action,2.24,1.31,0.07,4.23,0.61,91.0,8.9,T,Teens
metal gear solid 3 snake eater,PlayStation,PS2,2004,Action,1.46,0.0,0.83,4.22,1.93,91.0,9.3,M,Mature
assassin's creed revelations,PlayStation,PS3,2011,Action,1.41,2.01,0.1,4.22,0.7,80.0,7.5,M,Mature
fallout 4,XBox,XOne,2015,Role-Playing,2.51,1.32,0.01,4.22,0.38,88.0,6.2,M,Mature
fifa 14,XBox,X360,2013,Sports,0.92,2.89,0.01,4.22,0.4,84.0,4.2,E,Everyone
daxter,PlayStation,PSP,2006,Platform,2.45,1.01,0.0,4.21,0.75,85.0,8.7,E10+,Everyone 10y+
warcraft ii tides of darkness,PC,PC,1995,Strategy,1.7,2.27,0.0,4.2,0.23,,,,Pending
fifa soccer 06,PlayStation,PS2,2005,Sports,0.78,2.55,0.04,4.21,0.84,80.0,7.8,E,Everyone
eyetoy play,PlayStation,PS2,2003,Misc,0.88,2.3,0.2,4.21,0.83,80.0,7.5,E,Everyone
gran turismo 5 prologue,PlayStation,PS3,2007,Racing,1.28,1.82,0.57,4.1899999999999995,0.52,80.0,7.1,E,Everyone
assassin's creed revelations,XBox,X360,2011,Action,2.25,1.47,0.04,4.1899999999999995,0.43,80.0,7.2,M,Mature
fifa 12,XBox,X360,2011,Sports,0.84,2.78,0.02,4.17,0.53,,,,Pending
teenage mutant ninja turtles,Nintendo,NES,1989,Action,3.38,0.44,0.31,4.17,0.04,,,,Pending
street fighter iv,PlayStation,PS3,2009,Fighting,2.03,1.04,0.58,4.17,0.52,94.0,7.3,T,Teens
excitebike,Nintendo,NES,1984,Racing,2.04,0.48,1.57,4.16,0.07,,,,Pending
frogger,PlayStation,PS,1997,Action,3.79,0.27,0.0,4.170000000000001,0.11,,,,Pending
madden nfl 2003,PlayStation,PS2,2002,Sports,3.36,0.21,0.01,4.14,0.56,95.0,7.7,E,Everyone
half-life,PC,PC,1997,Shooter,4.03,0.0,0.09,4.12,0.0,96.0,9.1,M,Mature
super mario world 2 yoshi's island,Nintendo,SNES,1995,Platform,1.65,0.61,1.76,4.109999999999999,0.09,,,,Pending
fifa soccer 07,PlayStation,PS2,2006,Sports,0.71,2.48,0.03,4.109999999999999,0.89,,,,Pending
street fighter ii turbo,Nintendo,SNES,1992,Fighting,1.42,0.51,2.1,4.1000000000000005,0.07,,,,Pending
world of warcraft the burning crusade,PC,PC,2007,Role-Playing,2.57,1.52,0.0,4.09,0.0,91.0,7.9,T,Teens
battlefield 1,PlayStation,PS4,2016,Shooter,1.1,2.15,0.21,4.07,0.61,88.0,8.4,M,Mature
god of war ii,PlayStation,PS2,2007,Action,2.32,0.04,0.04,4.07,1.67,93.0,8.9,M,Mature
world soccer winning eleven 9,PlayStation,PS2,2005,Sports,0.12,2.26,0.9,4.05,0.77,,8.2,E,Everyone
fallout new vegas,XBox,X360,2010,Role-Playing,2.66,1.03,0.04,4.0600000000000005,0.33,84.0,8.1,M,Mature
forza motorsport 2,XBox,X360,2007,Racing,2.35,1.27,0.03,4.06,0.41,90.0,8.3,E,Everyone
carnival games,Nintendo,Wii,2007,Misc,2.12,1.47,0.05,4.06,0.42,56.0,6.0,E,Everyone
watch dogs,PlayStation,PS4,2014,Action,1.4,1.9,0.11,4.05,0.64,80.0,6.3,M,Mature
namco museum vol.3,PlayStation,PS,1996,Misc,2.28,1.55,0.16,4.05,0.06,,,,Pending
tekken tag tournament,PlayStation,PS2,2000,Fighting,1.68,1.51,0.51,4.05,0.35,85.0,8.5,T,Teens
far cry 4,PlayStation,PS4,2014,Shooter,1.13,2.18,0.1,4.04,0.63,85.0,7.7,M,Mature
star fox 64,Nintendo,N64,1997,Shooter,2.78,0.58,0.64,4.04,0.04,,,,Pending
golf,Nintendo,NES,1984,Sports,1.22,0.28,2.46,4.0,0.04,,,,Pending
namco museum 50th anniversary,PlayStation,PS2,2005,Misc,2.08,1.35,0.0,3.97,0.54,61.0,,E10+,Everyone 10y+
left 4 dead 2,XBox,X360,2009,Shooter,2.67,0.87,0.05,3.9699999999999998,0.38,89.0,8.6,M,Mature
the witcher 3 wild hunt,PlayStation,PS4,2015,Role-Playing,1.02,2.13,0.23,3.9699999999999998,0.59,92.0,9.2,M,Mature
assassin's creed unity,PlayStation,PS4,2014,Action,1.19,2.07,0.08,3.96,0.62,70.0,4.9,M,Mature
batman arkham knight,PlayStation,PS4,2015,Action,1.53,1.69,0.1,3.96,0.64,87.0,7.6,M,Mature
the legend of zelda skyward sword,Nintendo,Wii,2011,Action,2.03,1.16,0.37,3.9399999999999995,0.38,93.0,8.0,E10+,Everyone 10y+
fallout 3,PlayStation,PS3,2008,Role-Playing,2.15,1.13,0.07,3.9399999999999995,0.59,90.0,8.0,M,Mature
professor layton and the diabolical box,Nintendo,DS,2007,Puzzle,0.9,1.76,0.92,3.95,0.37,84.0,8.8,E10+,Everyone 10y+
donkey kong land,Nintendo,GB,1994,Platform,1.97,0.76,1.07,3.9099999999999997,0.11,,,,Pending
ea sports active,Nintendo,Wii,2009,Sports,2.09,1.35,0.06,3.9,0.4,81.0,8.7,E,Everyone
tony hawk's underground,PlayStation,PS2,2003,Sports,2.29,1.17,0.01,3.8899999999999997,0.42,90.0,8.7,T,Teens
monster hunter 4 ultimate,Nintendo,3DS,2014,Role-Playing,0.68,0.48,2.62,3.89,0.11,86.0,8.7,T,Teens
the elder scrolls v skyrim,PC,PC,2011,Role-Playing,1.16,2.12,0.0,3.8800000000000003,0.6,94.0,8.1,M,Mature
nba 2k16,PlayStation,PS4,2015,Sports,2.49,0.66,0.03,3.87,0.69,87.0,6.7,E10+,Everyone 10y+
tekken 5,PlayStation,PS2,2005,Fighting,0.93,1.94,0.31,3.88,0.7,88.0,8.6,T,Teens
dragon warrior iii,Nintendo,NES,1988,Role-Playing,0.1,0.0,3.77,3.87,0.0,,,,Pending
motorstorm,PlayStation,PS3,2006,Racing,1.53,1.6,0.06,3.86,0.67,84.0,7.4,T,Teens
nintendogs + cats,Nintendo,3DS,2011,Simulation,1.44,1.41,0.73,3.8499999999999996,0.27,,,,Pending
world soccer winning eleven 8 international,PlayStation,PS2,2004,Sports,0.16,1.89,1.12,3.85,0.68,91.0,9.1,E,Everyone
sports champions,PlayStation,PS3,2010,Sports,2.13,1.12,0.1,3.85,0.5,76.0,7.9,E10+,Everyone 10y+
namco museum vol.1,PlayStation,PS,1995,Misc,2.12,1.44,0.22,3.8400000000000003,0.06,,,,Pending
the legend of zelda link's awakening,Nintendo,GB,1992,Action,2.21,0.96,0.54,3.84,0.13,,,,Pending
call of duty ghosts,PlayStation,PS4,2013,Shooter,1.78,1.43,0.05,3.8299999999999996,0.57,78.0,3.7,M,Mature
flash focus vision training in minutes a day,Nintendo,DS,2007,Misc,0.86,1.56,1.05,3.82,0.35,59.0,4.0,E,Everyone
tom clancy's the division,PlayStation,PS4,2016,Shooter,1.35,1.7,0.15,3.8,0.6,80.0,7.0,M,Mature
big brain academy wii degree,Nintendo,Wii,2007,Misc,1.05,1.91,0.41,3.79,0.42,68.0,6.9,E,Everyone
resident evil director's cut,PlayStation,PS,1996,Action,1.82,1.24,0.47,3.7800000000000002,0.25,,,,Pending
mario & luigi bowser's inside story,Nintendo,DS,2009,Role-Playing,2.23,0.47,0.81,3.7700000000000005,0.26,,,,Pending
lego indiana jones the original adventures,XBox,X360,2008,Action,2.4,1.01,0.0,3.77,0.36,77.0,7.5,E10+,Everyone 10y+
the sims unleashed,PC,PC,2002,Simulation,2.03,1.56,0.0,3.76,0.17,79.0,8.0,T,Teens
ratchet & clank size matters,PlayStation,PSP,2007,Platform,1.4,1.39,0.1,3.75,0.86,,,,Pending
harry potter and the sorcerer's stone,PlayStation,PS,2001,Action,1.37,2.0,0.14,3.7300000000000004,0.22,64.0,7.5,E,Everyone
mario & sonic at the london 2012 olympic games,Nintendo,Wii,2011,Sports,1.12,1.87,0.27,3.7100000000000004,0.45,,,,Pending
resident evil 3 nemesis,PlayStation,PS,1999,Action,1.3,0.77,1.54,3.72,0.11,,,,Pending
super paper mario,Nintendo,Wii,2007,Platform,1.95,0.86,0.59,3.71,0.31,85.0,7.9,E,Everyone
spyro year of the dragon,PlayStation,PS,2000,Platform,1.93,1.58,0.0,3.6999999999999997,0.19,91.0,8.8,E,Everyone
assassin's creed iv black flag,PlayStation,PS3,2013,Action,1.33,1.68,0.13,3.7099999999999995,0.57,88.0,8.1,M,Mature
fifa soccer 2005,PlayStation,PS2,2004,Sports,0.58,2.48,0.04,3.69,0.59,81.0,7.6,E,Everyone
pokémon trading card game,Nintendo,GB,1998,Strategy,1.49,0.73,1.38,3.6999999999999997,0.1,,,,Pending
friend collection,Nintendo,DS,2009,Misc,0.0,0.0,3.67,3.67,0.0,,,,Pending
tony hawk's pro skater 4,PlayStation,PS2,2002,Sports,2.13,1.18,0.01,3.6699999999999995,0.35,94.0,8.5,T,Teens
star wars battlefront (2015),XBox,XOne,2015,Shooter,2.04,1.28,0.02,3.66,0.32,,,,Pending
mysims,Nintendo,DS,2007,Simulation,1.58,1.59,0.08,3.66,0.41,67.0,7.3,E,Everyone
midnight club 3 dub edition,PlayStation,PSP,2005,Racing,1.65,1.21,0.0,3.65,0.79,74.0,8.4,E10+,Everyone 10y+
banjo-kazooie,Nintendo,N64,1998,Platform,1.87,1.13,0.55,3.65,0.1,,,,Pending
socom u.s. navy seals,PlayStation,PS2,2002,Shooter,2.53,0.81,0.06,3.6399999999999997,0.24,82.0,7.9,M,Mature
jak and daxter the precursor legacy,PlayStation,PS2,2001,Platform,2.08,1.09,0.15,3.65,0.33,90.0,8.7,E,Everyone
pokemon snap,Nintendo,N64,1999,Simulation,2.23,0.68,0.66,3.6300000000000003,0.06,,,,Pending
pro evolution soccer 2008,PlayStation,PS2,2007,Sports,0.05,0.0,0.64,3.62,2.93,82.0,7.9,E,Everyone
resident evil 4,PlayStation,PS2,2005,Action,2.08,0.83,0.46,3.62,0.25,96.0,8.9,M,Mature
guitar hero world tour,Nintendo,Wii,2008,Misc,2.32,0.96,0.0,3.6199999999999997,0.34,86.0,7.6,T,Teens
fifa soccer 10,PlayStation,PS3,2009,Sports,0.6,2.45,0.05,3.62,0.52,91.0,7.6,E,Everyone
star wars battlefront,PlayStation,PS2,2004,Shooter,1.93,1.22,0.03,3.6199999999999997,0.44,82.0,8.7,T,Teens
doom ii hell on earth,PC,PC,1994,Shooter,2.05,1.4,0.0,3.61,0.16,,,,Pending
the simpsons road rage,PlayStation,PS2,2001,Racing,2.02,1.17,0.0,3.61,0.42,64.0,7.7,T,Teens
luigi's mansion,Nintendo,GC,2001,Action,2.38,0.67,0.46,3.61,0.1,78.0,8.5,E,Everyone
battlefield 4,PlayStation,PS4,2013,Shooter,1.35,1.55,0.17,3.58,0.51,85.0,6.9,M,Mature
star wars battlefront ii,PlayStation,PS2,2005,Shooter,2.18,1.02,0.03,3.6,0.37,84.0,9.0,T,Teens
just dance 2014,Nintendo,Wii,2013,Misc,1.88,1.39,0.0,3.5799999999999996,0.31,,6.2,E10+,Everyone 10y+
cooking mama 2 dinner with friends,Nintendo,DS,2007,Simulation,1.6,1.49,0.1,3.58,0.39,70.0,8.0,E,Everyone
wwf smackdown!,PlayStation,PS,2000,Fighting,2.01,1.35,0.06,3.58,0.16,,,,Pending
croc legend of the gobbos,PlayStation,PS,1997,Platform,1.57,1.79,0.0,3.5600000000000005,0.2,,,,Pending
grand theft auto liberty city stories,PlayStation,PS2,2006,Action,1.56,1.4,0.07,3.53,0.5,78.0,7.8,M,Mature
the getaway,PlayStation,PS2,2002,Action,1.23,1.77,0.05,3.54,0.49,72.0,6.8,M,Mature
tomb raider iii adventures of lara croft,PlayStation,PS,1997,Action,1.66,1.58,0.12,3.5400000000000005,0.18,,,,Pending
james bond 007 agent under fire,PlayStation,PS2,2001,Shooter,1.9,1.13,0.1,3.54,0.41,72.0,7.9,T,Teens
lego star wars the video game,PlayStation,PS2,2005,Action,1.98,1.14,0.01,3.54,0.41,,,,Pending
rugrats in paris the movie,PlayStation,PS,2000,Action,1.96,1.33,0.0,3.52,0.23,,,,Pending
fifa soccer 11,XBox,X360,2010,Sports,0.71,2.39,0.02,3.52,0.4,88.0,7.5,E,Everyone
spyro 2 ripto's rage!,PlayStation,PS,1999,Platform,2.14,1.21,0.01,3.53,0.17,,,,Pending
left 4 dead,XBox,X360,2008,Shooter,2.66,0.49,0.05,3.5,0.3,89.0,7.9,M,Mature
donkey kong country 3 dixie kong's double trouble!,Nintendo,SNES,1996,Platform,1.17,0.5,1.75,3.5,0.08,,,,Pending
assassin's creed unity,XBox,XOne,2014,Action,2.27,0.9,0.0,3.5,0.33,72.0,4.1,M,Mature
kung fu,Nintendo,NES,1985,Action,1.64,0.38,1.42,3.5,0.06,,,,Pending
resident evil 5,XBox,X360,2009,Action,2.11,0.93,0.12,3.5,0.34,83.0,7.5,M,Mature
assassin's creed brotherhood,XBox,X360,2010,Action,2.85,0.38,0.03,3.5,0.24,89.0,8.3,M,Mature
fifa soccer 2004,PlayStation,PS2,,Sports,0.59,2.36,0.04,3.5,0.51,84.0,6.4,E,Everyone
battlefield 4,PlayStation,PS3,2013,Shooter,1.3,1.42,0.27,3.4899999999999998,0.5,80.0,5.8,M,Mature
batman arkham asylum,XBox,X360,2009,Action,2.2,0.95,0.02,3.4800000000000004,0.31,92.0,8.7,T,Teens
battlefield 4,XBox,X360,2013,Shooter,2.15,1.01,0.02,3.49,0.31,79.0,5.6,M,Mature
battlefield bad company 2,XBox,X360,2010,Shooter,2.1,1.01,0.04,3.47,0.32,88.0,8.6,M,Mature
mario & sonic at the olympic winter games,Nintendo,DS,2009,Sports,1.21,1.62,0.27,3.47,0.37,,,,Pending
guitar hero on tour,Nintendo,DS,2008,Misc,2.1,1.01,0.01,3.47,0.35,71.0,8.8,E10+,Everyone 10y+
clubhouse games,Nintendo,DS,2006,Misc,0.59,1.79,0.73,3.4499999999999997,0.34,83.0,8.4,E,Everyone
monster hunter 4,Nintendo,3DS,2013,Role-Playing,0.0,0.0,3.44,3.44,0.0,,,,Pending
borderlands,XBox,X360,2009,Shooter,2.4,0.71,0.03,3.4299999999999997,0.29,84.0,8.2,M,Mature
tekken 4,PlayStation,PS2,2002,Fighting,1.55,1.27,0.33,3.4400000000000004,0.29,79.0,8.3,T,Teens
final fantasy iii,Nintendo,SNES,1994,Role-Playing,0.86,0.0,2.55,3.4299999999999997,0.02,,,,Pending
grand theft auto 2,PlayStation,PS,1998,Action,1.13,2.07,0.0,3.42,0.22,70.0,8.0,T,Teens
metal gear solid v the phantom pain,PlayStation,PS4,2015,Action,1.09,1.36,0.49,3.4200000000000004,0.48,93.0,8.2,M,Mature
spider-man 2,PlayStation,PS2,2004,Action,1.75,1.2,0.02,3.4000000000000004,0.43,80.0,8.9,T,Teens
f-1 race,Nintendo,GB,1990,Racing,1.73,0.69,0.59,3.4099999999999997,0.4,,,,Pending
fifa soccer 2003,PlayStation,PS2,2002,Sports,0.46,2.28,0.05,3.3999999999999995,0.61,88.0,6.7,E,Everyone
littlebigplanet 2,PlayStation,PS3,2011,Platform,1.83,1.05,0.06,3.4,0.46,91.0,8.4,E,Everyone
crash bash,PlayStation,PS,2000,Misc,1.56,1.47,0.19,3.39,0.17,68.0,8.2,E,Everyone
assassin's creed syndicate,PlayStation,PS4,2015,Action,0.81,1.99,0.07,3.3899999999999997,0.52,76.0,6.8,M,Mature
lego batman the videogame,XBox,X360,2008,Action,2.04,1.02,0.0,3.38,0.32,76.0,7.9,E10+,Everyone 10y+
destiny,XBox,XOne,2014,Shooter,2.14,0.92,0.0,3.37,0.31,75.0,5.5,T,Teens
wwf war zone,PlayStation,PS,1998,Fighting,2.47,0.76,0.0,3.3600000000000003,0.13,,,,Pending
the legend of zelda majora's mask,Nintendo,N64,2000,Action,1.9,0.67,0.73,3.36,0.06,,,,Pending
far cry 3,PlayStation,PS3,2012,Shooter,0.88,1.7,0.1,3.35,0.67,90.0,8.5,M,Mature
rugrats search for reptar,PlayStation,PS,1998,Adventure,1.63,1.53,0.0,3.3400000000000003,0.18,,,,Pending
english training have fun improving your skills!,Nintendo,DS,2006,Misc,0.0,0.99,2.32,3.3299999999999996,0.02,,,,Pending
james bond 007 nightfire,PlayStation,PS2,2002,Shooter,1.45,1.29,0.12,3.3200000000000003,0.46,77.0,8.5,T,Teens
ratchet & clank,PlayStation,PS2,2002,Platform,1.44,1.01,0.57,3.32,0.3,,,,Pending
monster hunter x,Nintendo,3DS,2015,Action,0.27,0.21,2.79,3.32,0.05,,,,Pending
star wars episode iii revenge of the sith,PlayStation,PS2,2005,Action,1.47,1.39,0.03,3.32,0.43,60.0,7.2,T,Teens
the legend of zelda spirit tracks,Nintendo,DS,2009,Action,1.4,0.91,0.74,3.3099999999999996,0.26,87.0,7.8,E10+,Everyone 10y+
max payne,PlayStation,PS2,2001,Shooter,1.99,1.05,0.05,3.31,0.22,80.0,8.5,M,Mature
assassin's creed iv black flag,XBox,X360,2013,Action,1.9,1.11,0.01,3.3099999999999996,0.29,86.0,7.9,M,Mature
the lord of the rings the return of the king,PlayStation,PS2,2003,Action,1.5,1.28,0.05,3.29,0.46,85.0,8.7,T,Teens
yokai watch 2 ganso/honke,Nintendo,3DS,2014,Role-Playing,0.09,0.0,3.18,3.28,0.01,,,,Pending
gears of war ultimate edition,XBox,XOne,2015,Shooter,2.61,0.33,0.0,3.28,0.34,82.0,7.5,M,Mature
true crime streets of la,PlayStation,PS2,2003,Action,1.89,1.05,0.02,3.27,0.31,77.0,8.0,M,Mature
professor layton and the unwound future,Nintendo,DS,2008,Puzzle,0.6,1.57,0.82,3.26,0.27,86.0,9.2,E10+,Everyone 10y+
gran turismo (psp),PlayStation,PSP,2009,Racing,0.5,1.58,0.31,3.2600000000000002,0.87,,,,Pending
fifa 16,XBox,XOne,2015,Sports,0.89,2.12,0.0,3.25,0.24,84.0,4.4,E,Everyone
wii music,Nintendo,Wii,2008,Misc,1.35,1.11,0.46,3.2399999999999998,0.32,63.0,4.6,E,Everyone
tekken,PlayStation,PS,1995,Fighting,0.95,1.3,0.77,3.24,0.22,,,,Pending
madden nfl 16,PlayStation,PS4,2015,Sports,2.34,0.3,0.0,3.2399999999999998,0.6,83.0,5.9,E,Everyone
gran turismo 6,PlayStation,PS3,2013,Racing,0.72,1.67,0.4,3.2299999999999995,0.44,81.0,7.7,E,Everyone
halo the master chief collection,XBox,XOne,2014,Shooter,1.91,1.0,0.03,3.23,0.29,85.0,7.2,M,Mature
007 tomorrow never dies,PlayStation,PS,1999,Shooter,1.72,1.33,0.0,3.21,0.16,,,,Pending
super mario maker,Nintendo,WiiU,2015,Platform,1.18,0.89,0.94,3.21,0.2,88.0,8.7,E,Everyone
wwf smackdown! 2 know your role,PlayStation,PS,2000,Fighting,1.76,1.21,0.07,3.1999999999999997,0.16,,,,Pending
baseball,Nintendo,NES,1983,Sports,0.73,0.1,2.35,3.2,0.02,,,,Pending
killer instinct,Nintendo,SNES,1995,Fighting,2.26,0.72,0.12,3.1999999999999997,0.1,,,,Pending
dragon quest vi maboroshi no daichi,Nintendo,SNES,1995,Role-Playing,0.0,0.0,3.19,3.19,0.0,,,,Pending
god of war chains of olympus,PlayStation,PSP,2008,Action,1.48,1.0,0.04,3.18,0.66,91.0,8.6,M,Mature
enter the matrix,PlayStation,PS2,2003,Action,1.78,1.12,0.09,3.18,0.19,62.0,8.1,T,Teens
crisis core final fantasy vii,PlayStation,PSP,2007,Role-Playing,1.35,0.59,0.8,3.1700000000000004,0.43,83.0,8.0,T,Teens
dance central,XBox,X360,2010,Misc,2.15,0.76,0.01,3.1799999999999997,0.26,82.0,7.6,T,Teens
l.a. noire,PlayStation,PS3,2011,Adventure,1.27,1.29,0.12,3.17,0.49,89.0,7.7,M,Mature
ace combat 04 shattered skies,PlayStation,PS2,2001,Simulation,2.06,0.56,0.38,3.17,0.17,89.0,9.1,E,Everyone
animal crossing,Nintendo,GC,2001,Simulation,1.92,0.16,0.99,3.16,0.09,87.0,8.9,E,Everyone
fifa soccer 08,PlayStation,PS2,2007,Sports,0.68,0.0,0.0,3.14,2.46,83.0,6.5,E,Everyone
club penguin elite penguin force,Nintendo,DS,2008,Adventure,1.87,0.97,0.0,3.1399999999999997,0.3,,8.0,E,Everyone
spider-man,PlayStation,PS,2000,Action,1.7,1.25,0.02,3.1300000000000003,0.16,87.0,9.0,E,Everyone
mario party 9,Nintendo,Wii,2012,Misc,1.06,1.09,0.76,3.1300000000000003,0.22,73.0,6.8,E,Everyone
need for speed iii hot pursuit,PlayStation,PS,1998,Racing,2.14,0.86,0.0,3.13,0.13,88.0,,E,Everyone
star wars episode i racer,Nintendo,N64,1999,Racing,2.31,0.62,0.14,3.1100000000000003,0.04,,,,Pending
sonic rush,Nintendo,DS,2005,Platform,1.21,1.56,0.06,3.12,0.29,82.0,8.5,E,Everyone
dragon warrior iv,Nintendo,NES,1990,Role-Playing,0.08,0.0,3.03,3.1199999999999997,0.01,,,,Pending
rhythm heaven,Nintendo,DS,2008,Misc,0.55,0.5,1.93,3.11,0.13,83.0,9.0,E,Everyone
fallout new vegas,PlayStation,PS3,2010,Role-Playing,1.52,1.03,0.1,3.11,0.46,82.0,7.8,M,Mature
personal trainer cooking,Nintendo,DS,2006,Misc,0.9,1.0,1.03,3.0999999999999996,0.17,81.0,7.8,E,Everyone
the elder scrolls iv oblivion,PlayStation,PS3,2007,Role-Playing,1.69,0.85,0.14,3.1100000000000003,0.43,93.0,8.0,M,Mature
the legend of zelda a link between worlds,Nintendo,3DS,2013,Action,1.4,1.01,0.46,3.1,0.23,91.0,8.9,E,Everyone
resident evil 6,PlayStation,PS3,2012,Shooter,0.88,0.94,0.88,3.0999999999999996,0.4,74.0,5.4,M,Mature
mass effect 2,XBox,X360,2010,Role-Playing,1.99,0.81,0.03,3.0999999999999996,0.27,96.0,8.9,M,Mature
dragon ball z budokai,PlayStation,PS2,2002,Fighting,2.17,0.28,0.55,3.08,0.08,67.0,7.9,T,Teens
madden nfl 2002,PlayStation,PS2,2001,Sports,2.5,0.16,0.01,3.09,0.42,94.0,7.9,E,Everyone
world class track meet,Nintendo,NES,1986,Sports,1.92,0.45,0.64,3.08,0.07,,,,Pending
donkey kong,Nintendo,GB,1994,Platform,1.57,0.62,0.55,3.08,0.34,,,,Pending
the sims vacation,PC,PC,2002,Simulation,1.72,1.21,0.0,3.07,0.14,75.0,7.8,T,Teens
lego batman the videogame,Nintendo,Wii,,Action,1.8,0.97,0.0,3.06,0.29,74.0,7.9,E10+,Everyone 10y+
animal crossing happy home designer,Nintendo,3DS,2015,Simulation,0.51,1.02,1.4,3.05,0.12,66.0,6.9,E,Everyone
the sims 4,PC,PC,2014,Simulation,1.0,1.82,0.0,3.0500000000000003,0.23,70.0,3.9,T,Teens
borderlands 2,XBox,X360,2012,Shooter,1.89,0.88,0.04,3.06,0.25,89.0,8.2,M,Mature
lego batman the videogame,Nintendo,DS,2008,Action,1.75,1.01,0.0,3.05,0.29,72.0,8.0,E10+,Everyone 10y+
kung fu panda,XBox,X360,2008,Action,1.91,0.84,0.0,3.04,0.29,75.0,7.4,E10+,Everyone 10y+
mass effect 3,XBox,X360,2012,Role-Playing,1.94,0.84,0.03,3.05,0.24,93.0,5.8,M,Mature
heavy rain,PlayStation,PS3,2010,Adventure,1.29,1.21,0.06,3.0300000000000002,0.47,87.0,7.7,M,Mature
